"Strain","Pro_mCh","Promoter","mCherry","TargetID","Ter_mod","Terminator","Construct","BioRep","ExpRep","Median_deltaCq","RNA_Abundance","na.rm","remove"
"pPGK1-mCherry-tRPS3_modD","pPGK1-mCherry","pPGK1","mCherry","RPS3-ORF","tRPS3_modD","tRPS3","modD","BioRep2","1",0.0600000000000005,0.959264119325264,FALSE,FALSE
"pPGK1-mCherry-tRPS3_modD","pPGK1-mCherry","pPGK1","mCherry","RPS3-ORF","tRPS3_modD","tRPS3","modD","BioRep3","1",0.0299999999999994,0.979420297586927,FALSE,FALSE
"pPGK1-mCherry-tRPS3_modD","pPGK1-mCherry","pPGK1","mCherry","RPS3-ORF","tRPS3_modD","tRPS3","modD","BioRep4","2",0.145,0.904379377561088,FALSE,FALSE
"pPGK1-mCherry-tRPS3_modD","pPGK1-mCherry","pPGK1","mCherry","RPS3-ORF","tRPS3_modD","tRPS3","modD","BioRep5","2",0.0449999999999999,0.969289816935065,FALSE,FALSE
"pPGK1-mCherry-tRPS3_modD","pPGK1-mCherry","pPGK1","mCherry","RPS3-ORF","tRPS3_modD","tRPS3","modD","BioRep6","2",0.114999999999998,0.923382310729396,FALSE,FALSE
"pPGK1-mCherry-tRPS3_modD","pPGK1-mCherry","pPGK1","mCherry","URA3-ORF","tRPS3_modD","tRPS3","modD","BioRep1","1",0.73,0.60290391384538,FALSE,FALSE
"pPGK1-mCherry-tRPS3_modD","pPGK1-mCherry","pPGK1","mCherry","URA3-ORF","tRPS3_modD","tRPS3","modD","BioRep2","1",0.370000000000001,0.773782496771194,FALSE,FALSE
"pPGK1-mCherry-tRPS3_modD","pPGK1-mCherry","pPGK1","mCherry","URA3-ORF","tRPS3_modD","tRPS3","modD","BioRep3","1",0.359999999999999,0.7791645796605,FALSE,FALSE
"pPGK1-mCherry-tRPS3_modD","pPGK1-mCherry","pPGK1","mCherry","URA3-ORF","tRPS3_modD","tRPS3","modD","BioRep4","2",1.065,0.477972658796871,FALSE,FALSE
"pPGK1-mCherry-tRPS3_modD","pPGK1-mCherry","pPGK1","mCherry","URA3-ORF","tRPS3_modD","tRPS3","modD","BioRep5","2",0.525,0.694959109921168,FALSE,FALSE
"pPGK1-mCherry-tRPS3_modD","pPGK1-mCherry","pPGK1","mCherry","URA3-ORF","tRPS3_modD","tRPS3","modD","BioRep6","2",1.065,0.477972658796871,FALSE,FALSE
"pPGK1-mCherry-tRPS3_modE","pPGK1-mCherry","pPGK1","mCherry","mCh-7","tRPS3_modE","tRPS3","modE","BioRep1","1",-1.245,2.37018554188316,FALSE,FALSE
"pPGK1-mCherry-tRPS3_modE","pPGK1-mCherry","pPGK1","mCherry","mCh-7","tRPS3_modE","tRPS3","modE","BioRep2","1",-0.914999999999999,1.88556907183648,FALSE,FALSE
"pPGK1-mCherry-tRPS3_modE","pPGK1-mCherry","pPGK1","mCherry","mCh-7","tRPS3_modE","tRPS3","modE","BioRep3","1",-1.84,3.58010028371189,FALSE,FALSE
"pPGK1-mCherry-tRPS3_modE","pPGK1-mCherry","pPGK1","mCherry","mCh-7","tRPS3_modE","tRPS3","modE","BioRep4","2",-1.59,3.01049349482214,FALSE,FALSE
"pPGK1-mCherry-tRPS3_modE","pPGK1-mCherry","pPGK1","mCherry","mCh-7","tRPS3_modE","tRPS3","modE","BioRep5","2",-1.415,2.6665973541824,FALSE,FALSE
"pPGK1-mCherry-tRPS3_modE","pPGK1-mCherry","pPGK1","mCherry","mCh-7","tRPS3_modE","tRPS3","modE","BioRep6","2",-1.695,3.23776886618963,FALSE,FALSE
"pPGK1-mCherry-tRPS3_modE","pPGK1-mCherry","pPGK1","mCherry","PGK1-ORF","tRPS3_modE","tRPS3","modE","BioRep1","1",0.155000000000001,0.898132372883934,FALSE,FALSE
"pPGK1-mCherry-tRPS3_modE","pPGK1-mCherry","pPGK1","mCherry","PGK1-ORF","tRPS3_modE","tRPS3","modE","BioRep2","1",0.195,0.873572895916694,FALSE,FALSE
"pPGK1-mCherry-tRPS3_modE","pPGK1-mCherry","pPGK1","mCherry","PGK1-ORF","tRPS3_modE","tRPS3","modE","BioRep3","1",-0.0999999999999996,1.07177346253629,FALSE,FALSE
"pPGK1-mCherry-tRPS3_modE","pPGK1-mCherry","pPGK1","mCherry","PGK1-ORF","tRPS3_modE","tRPS3","modE","BioRep4","2",-0.700000000000001,1.62450479271247,FALSE,FALSE
"pPGK1-mCherry-tRPS3_modE","pPGK1-mCherry","pPGK1","mCherry","PGK1-ORF","tRPS3_modE","tRPS3","modE","BioRep5","2",-0.274999999999999,1.20999408921929,FALSE,FALSE
"pPGK1-mCherry-tRPS3_modE","pPGK1-mCherry","pPGK1","mCherry","PGK1-ORF","tRPS3_modE","tRPS3","modE","BioRep6","2",-0.615,1.53155799709438,FALSE,FALSE
"pPGK1-mCherry-tRPS3_modE","pPGK1-mCherry","pPGK1","mCherry","RPS3-ORF","tRPS3_modE","tRPS3","modE","BioRep1","1",-0.0249999999999986,1.01747969210269,FALSE,FALSE
"pPGK1-mCherry-tRPS3_modE","pPGK1-mCherry","pPGK1","mCherry","RPS3-ORF","tRPS3_modE","tRPS3","modE","BioRep2","1",-0.194999999999999,1.14472416059868,FALSE,FALSE
"pPGK1-mCherry-tRPS3_modE","pPGK1-mCherry","pPGK1","mCherry","RPS3-ORF","tRPS3_modE","tRPS3","modE","BioRep3","1",0.0999999999999996,0.933032991536808,FALSE,FALSE
"pPGK1-mCherry-tRPS3_modE","pPGK1-mCherry","pPGK1","mCherry","RPS3-ORF","tRPS3_modE","tRPS3","modE","BioRep4","2",0.0299999999999994,0.979420297586927,FALSE,FALSE
"pPGK1-mCherry-tRPS3_modE","pPGK1-mCherry","pPGK1","mCherry","RPS3-ORF","tRPS3_modE","tRPS3","modE","BioRep5","2",0.205,0.867538687152068,FALSE,FALSE
"pPGK1-mCherry-tRPS3_modE","pPGK1-mCherry","pPGK1","mCherry","RPS3-ORF","tRPS3_modE","tRPS3","modE","BioRep6","2",0.424999999999999,0.744838731561352,FALSE,FALSE
"pPGK1-mCherry-tRPS3_modE","pPGK1-mCherry","pPGK1","mCherry","URA3-ORF","tRPS3_modE","tRPS3","modE","BioRep1","1",0.625000000000002,0.648419777325504,FALSE,FALSE
"pPGK1-mCherry-tRPS3_modE","pPGK1-mCherry","pPGK1","mCherry","URA3-ORF","tRPS3_modE","tRPS3","modE","BioRep2","1",0.465,0.72447107727744,FALSE,FALSE
"pPGK1-mCherry-tRPS3_modE","pPGK1-mCherry","pPGK1","mCherry","URA3-ORF","tRPS3_modE","tRPS3","modE","BioRep3","1",-0.609999999999999,1.52625920896056,FALSE,FALSE
"pPGK1-mCherry-tRPS3_modE","pPGK1-mCherry","pPGK1","mCherry","URA3-ORF","tRPS3_modE","tRPS3","modE","BioRep4","2",-0.100000000000001,1.07177346253629,FALSE,FALSE
"pPGK1-mCherry-tRPS3_modE","pPGK1-mCherry","pPGK1","mCherry","URA3-ORF","tRPS3_modE","tRPS3","modE","BioRep5","2",-0.0749999999999993,1.05336103595484,FALSE,FALSE
"pPGK1-mCherry-tRPS3_modE","pPGK1-mCherry","pPGK1","mCherry","URA3-ORF","tRPS3_modE","tRPS3","modE","BioRep6","2",-0.0750000000000011,1.05336103595484,FALSE,FALSE
"pPGK1-mCherry-tRPS3_WT","pPGK1-mCherry","pPGK1","mCherry","mCh-7","tRPS3_WT","tRPS3","WT","BioRep1","1",-0.890000000000001,1.85317612378074,FALSE,FALSE
"pPGK1-mCherry-tRPS3_WT","pPGK1-mCherry","pPGK1","mCherry","mCh-7","tRPS3_WT","tRPS3","WT","BioRep3","1",-2.685,6.43080792594521,FALSE,FALSE
"pPGK1-mCherry-tRPS3_WT","pPGK1-mCherry","pPGK1","mCherry","mCh-7","tRPS3_WT","tRPS3","WT","BioRep4","2",-2.81,7.01284577052828,FALSE,FALSE
"pPGK1-mCherry-tRPS3_WT","pPGK1-mCherry","pPGK1","mCherry","mCh-7","tRPS3_WT","tRPS3","WT","BioRep5","2",-2.135,4.3923712551482,FALSE,FALSE
"pPGK1-mCherry-tRPS3_WT","pPGK1-mCherry","pPGK1","mCherry","mCh-7","tRPS3_WT","tRPS3","WT","BioRep6","2",-2.315,4.97604661319387,FALSE,FALSE
"pPGK1-mCherry-tRPS3_WT","pPGK1-mCherry","pPGK1","mCherry","PGK1-ORF","tRPS3_WT","tRPS3","WT","BioRep1","1",-0.23,1.17283494923188,FALSE,FALSE
"pPGK1-mCherry-tRPS3_WT","pPGK1-mCherry","pPGK1","mCherry","PGK1-ORF","tRPS3_WT","tRPS3","WT","BioRep3","1",-0.404999999999999,1.3240889103954,FALSE,FALSE
"pPGK1-mCherry-tRPS3_WT","pPGK1-mCherry","pPGK1","mCherry","PGK1-ORF","tRPS3_WT","tRPS3","WT","BioRep4","2",-0.27,1.20580782769076,FALSE,FALSE
"pPGK1-mCherry-tRPS3_WT","pPGK1-mCherry","pPGK1","mCherry","PGK1-ORF","tRPS3_WT","tRPS3","WT","BioRep5","2",-0.0150000000000006,1.01045144648676,FALSE,FALSE
"pPGK1-mCherry-tRPS3_WT","pPGK1-mCherry","pPGK1","mCherry","PGK1-ORF","tRPS3_WT","tRPS3","WT","BioRep6","2",-0.204999999999998,1.15268634679886,FALSE,FALSE
"pPGK1-mCherry-tRPS3_WT","pPGK1-mCherry","pPGK1","mCherry","RPS3-ORF","tRPS3_WT","tRPS3","WT","BioRep1","1",0.23,0.852634891767956,FALSE,FALSE
"pPGK1-mCherry-tRPS3_WT","pPGK1-mCherry","pPGK1","mCherry","RPS3-ORF","tRPS3_WT","tRPS3","WT","BioRep3","1",0.235000000000001,0.849684999138649,FALSE,FALSE
"pPGK1-mCherry-tRPS3_WT","pPGK1-mCherry","pPGK1","mCherry","RPS3-ORF","tRPS3_WT","tRPS3","WT","BioRep4","2",0.33,0.795536483754919,FALSE,FALSE
"pPGK1-mCherry-tRPS3_WT","pPGK1-mCherry","pPGK1","mCherry","RPS3-ORF","tRPS3_WT","tRPS3","WT","BioRep5","2",0.0149999999999988,0.989656656415208,FALSE,FALSE
"pPGK1-mCherry-tRPS3_WT","pPGK1-mCherry","pPGK1","mCherry","RPS3-ORF","tRPS3_WT","tRPS3","WT","BioRep6","2",0.135000000000002,0.910669833591978,FALSE,FALSE
"pPGK1-mCherry-tRPS3_WT","pPGK1-mCherry","pPGK1","mCherry","URA3-ORF","tRPS3_WT","tRPS3","WT","BioRep1","1",0.0700000000000003,0.952637998043937,FALSE,FALSE
"pPGK1-mCherry-tRPS3_WT","pPGK1-mCherry","pPGK1","mCherry","URA3-ORF","tRPS3_WT","tRPS3","WT","BioRep3","1",0.345000000000001,0.787307976569203,FALSE,FALSE
"pPGK1-mCherry-tRPS3_WT","pPGK1-mCherry","pPGK1","mCherry","URA3-ORF","tRPS3_WT","tRPS3","WT","BioRep4","2",-0.42,1.33792755478611,FALSE,FALSE
"pPGK1-mCherry-tRPS3_WT","pPGK1-mCherry","pPGK1","mCherry","URA3-ORF","tRPS3_WT","tRPS3","WT","BioRep5","2",0.544999999999998,0.685391402489853,FALSE,FALSE
"pPGK1-mCherry-tRPS3_WT","pPGK1-mCherry","pPGK1","mCherry","URA3-ORF","tRPS3_WT","tRPS3","WT","BioRep6","2",0.525,0.694959109921168,FALSE,FALSE
"pRPS3-mCherry-tRPS3_mod0","pRPS3-mCherry","pRPS3","mCherry","mCh-7","tRPS3_mod0","tRPS3","mod0","BioRep1","1",0.245000000000001,0.843815796130017,FALSE,FALSE
"pRPS3-mCherry-tRPS3_mod0","pRPS3-mCherry","pRPS3","mCherry","mCh-7","tRPS3_mod0","tRPS3","mod0","BioRep2","1",-0.699999999999999,1.62450479271247,FALSE,FALSE
"pRPS3-mCherry-tRPS3_mod0","pRPS3-mCherry","pRPS3","mCherry","mCh-7","tRPS3_mod0","tRPS3","mod0","BioRep3","1",0.115000000000002,0.923382310729394,FALSE,FALSE
"pRPS3-mCherry-tRPS3_mod0","pRPS3-mCherry","pRPS3","mCherry","mCh-7","tRPS3_mod0","tRPS3","mod0","BioRep4","2",-0.884999999999998,1.84676462145879,FALSE,FALSE
"pRPS3-mCherry-tRPS3_mod0","pRPS3-mCherry","pRPS3","mCherry","mCh-7","tRPS3_mod0","tRPS3","mod0","BioRep5","2",-1.525,2.87786716002164,FALSE,FALSE
"pRPS3-mCherry-tRPS3_mod0","pRPS3-mCherry","pRPS3","mCherry","mCh-7","tRPS3_mod0","tRPS3","mod0","BioRep6","2",-1.3,2.46228882668983,FALSE,FALSE
"pRPS3-mCherry-tRPS3_mod0","pRPS3-mCherry","pRPS3","mCherry","PGK1-ORF","tRPS3_mod0","tRPS3","mod0","BioRep1","1",0.0550000000000015,0.96259444310175,FALSE,FALSE
"pRPS3-mCherry-tRPS3_mod0","pRPS3-mCherry","pRPS3","mCherry","PGK1-ORF","tRPS3_mod0","tRPS3","mod0","BioRep2","1",0.119999999999999,0.920187650624876,FALSE,FALSE
"pRPS3-mCherry-tRPS3_mod0","pRPS3-mCherry","pRPS3","mCherry","PGK1-ORF","tRPS3_mod0","tRPS3","mod0","BioRep3","1",0.155000000000001,0.898132372883934,FALSE,FALSE
"pRPS3-mCherry-tRPS3_mod0","pRPS3-mCherry","pRPS3","mCherry","PGK1-ORF","tRPS3_mod0","tRPS3","mod0","BioRep4","2",-0.274999999999999,1.20999408921929,FALSE,FALSE
"pRPS3-mCherry-tRPS3_mod0","pRPS3-mCherry","pRPS3","mCherry","PGK1-ORF","tRPS3_mod0","tRPS3","mod0","BioRep5","2",-0.0449999999999999,1.03168317930136,FALSE,FALSE
"pRPS3-mCherry-tRPS3_mod0","pRPS3-mCherry","pRPS3","mCherry","PGK1-ORF","tRPS3_mod0","tRPS3","mod0","BioRep6","2",-0.109999999999999,1.07922823650443,FALSE,FALSE
"pRPS3-mCherry-tRPS3_mod0","pRPS3-mCherry","pRPS3","mCherry","RPS3-ORF","tRPS3_mod0","tRPS3","mod0","BioRep1","1",-0.294999999999998,1.2268849772538,FALSE,FALSE
"pRPS3-mCherry-tRPS3_mod0","pRPS3-mCherry","pRPS3","mCherry","RPS3-ORF","tRPS3_mod0","tRPS3","mod0","BioRep2","1",-0.119999999999999,1.08673486252606,FALSE,FALSE
"pRPS3-mCherry-tRPS3_mod0","pRPS3-mCherry","pRPS3","mCherry","RPS3-ORF","tRPS3_mod0","tRPS3","mod0","BioRep3","1",-0.154999999999999,1.11342161822869,FALSE,FALSE
"pRPS3-mCherry-tRPS3_mod0","pRPS3-mCherry","pRPS3","mCherry","RPS3-ORF","tRPS3_mod0","tRPS3","mod0","BioRep4","2",0.175000000000001,0.88576751910236,FALSE,FALSE
"pRPS3-mCherry-tRPS3_mod0","pRPS3-mCherry","pRPS3","mCherry","RPS3-ORF","tRPS3_mod0","tRPS3","mod0","BioRep5","2",0.0449999999999999,0.969289816935065,FALSE,FALSE
"pRPS3-mCherry-tRPS3_mod0","pRPS3-mCherry","pRPS3","mCherry","RPS3-ORF","tRPS3_mod0","tRPS3","mod0","BioRep6","2",0.120000000000001,0.920187650624874,FALSE,FALSE
"pRPS3-mCherry-tRPS3_mod0","pRPS3-mCherry","pRPS3","mCherry","URA3-ORF","tRPS3_mod0","tRPS3","mod0","BioRep1","1",1.695,0.308854659281732,FALSE,FALSE
"pRPS3-mCherry-tRPS3_mod0","pRPS3-mCherry","pRPS3","mCherry","URA3-ORF","tRPS3_mod0","tRPS3","mod0","BioRep2","1",0.869999999999999,0.54714685063037,FALSE,FALSE
"pRPS3-mCherry-tRPS3_mod0","pRPS3-mCherry","pRPS3","mCherry","URA3-ORF","tRPS3_mod0","tRPS3","mod0","BioRep3","1",0.875000000000002,0.545253866332628,FALSE,FALSE
"pRPS3-mCherry-tRPS3_mod0","pRPS3-mCherry","pRPS3","mCherry","URA3-ORF","tRPS3_mod0","tRPS3","mod0","BioRep4","2",0.865000000000002,0.549046406893524,FALSE,FALSE
"pRPS3-mCherry-tRPS3_mod0","pRPS3-mCherry","pRPS3","mCherry","URA3-ORF","tRPS3_mod0","tRPS3","mod0","BioRep5","2",0.165000000000001,0.891928519420092,FALSE,FALSE
"pRPS3-mCherry-tRPS3_mod0","pRPS3-mCherry","pRPS3","mCherry","URA3-ORF","tRPS3_mod0","tRPS3","mod0","BioRep6","2",0.300000000000001,0.812252396356235,FALSE,FALSE
"pRPS3-mCherry-tRPS3_modA","pRPS3-mCherry","pRPS3","mCherry","mCh-7","tRPS3_modA","tRPS3","modA","BioRep1","1",-0.315,1.24401165329847,FALSE,FALSE
"pRPS3-mCherry-tRPS3_modA","pRPS3-mCherry","pRPS3","mCherry","mCh-7","tRPS3_modA","tRPS3","modA","BioRep2","1",-0.33,1.25701337452183,FALSE,FALSE
"pRPS3-mCherry-tRPS3_modA","pRPS3-mCherry","pRPS3","mCherry","mCh-7","tRPS3_modA","tRPS3","modA","BioRep3","1",0.0299999999999994,0.979420297586927,FALSE,FALSE
"pRPS3-mCherry-tRPS3_modA","pRPS3-mCherry","pRPS3","mCherry","mCh-7","tRPS3_modA","tRPS3","modA","BioRep4","2",-0.889999999999999,1.85317612378074,FALSE,FALSE
"pRPS3-mCherry-tRPS3_modA","pRPS3-mCherry","pRPS3","mCherry","mCh-7","tRPS3_modA","tRPS3","modA","BioRep5","2",-1.265,2.4032720990537,FALSE,FALSE
"pRPS3-mCherry-tRPS3_modA","pRPS3-mCherry","pRPS3","mCherry","mCh-7","tRPS3_modA","tRPS3","modA","BioRep6","2",-0.94,1.91852823865053,FALSE,FALSE
"pRPS3-mCherry-tRPS3_modA","pRPS3-mCherry","pRPS3","mCherry","PGK1-ORF","tRPS3_modA","tRPS3","modA","BioRep1","1",0.105,0.929804942613162,FALSE,FALSE
"pRPS3-mCherry-tRPS3_modA","pRPS3-mCherry","pRPS3","mCherry","PGK1-ORF","tRPS3_modA","tRPS3","modA","BioRep2","1",-0.00999999999999979,1.00695555005672,FALSE,FALSE
"pRPS3-mCherry-tRPS3_modA","pRPS3-mCherry","pRPS3","mCherry","PGK1-ORF","tRPS3_modA","tRPS3","modA","BioRep3","1",0.00999999999999979,0.993092495437036,FALSE,FALSE
"pRPS3-mCherry-tRPS3_modA","pRPS3-mCherry","pRPS3","mCherry","PGK1-ORF","tRPS3_modA","tRPS3","modA","BioRep4","2",-0.0299999999999994,1.02101212570719,FALSE,FALSE
"pRPS3-mCherry-tRPS3_modA","pRPS3-mCherry","pRPS3","mCherry","PGK1-ORF","tRPS3_modA","tRPS3","modA","BioRep5","2",-0.0850000000000009,1.06068774136822,FALSE,FALSE
"pRPS3-mCherry-tRPS3_modA","pRPS3-mCherry","pRPS3","mCherry","PGK1-ORF","tRPS3_modA","tRPS3","modA","BioRep6","2",-0.0700000000000003,1.04971668362307,FALSE,FALSE
"pRPS3-mCherry-tRPS3_modA","pRPS3-mCherry","pRPS3","mCherry","RPS3-ORF","tRPS3_modA","tRPS3","modA","BioRep1","1",-0.375,1.29683955465101,FALSE,FALSE
"pRPS3-mCherry-tRPS3_modA","pRPS3-mCherry","pRPS3","mCherry","RPS3-ORF","tRPS3_modA","tRPS3","modA","BioRep2","1",0.5,0.707106781186548,FALSE,FALSE
"pRPS3-mCherry-tRPS3_modA","pRPS3-mCherry","pRPS3","mCherry","RPS3-ORF","tRPS3_modA","tRPS3","modA","BioRep3","1",-0.0200000000000014,1.01395947979003,FALSE,FALSE
"pRPS3-mCherry-tRPS3_modA","pRPS3-mCherry","pRPS3","mCherry","RPS3-ORF","tRPS3_modA","tRPS3","modA","BioRep4","2",0.0300000000000011,0.979420297586926,FALSE,FALSE
"pRPS3-mCherry-tRPS3_modA","pRPS3-mCherry","pRPS3","mCherry","RPS3-ORF","tRPS3_modA","tRPS3","modA","BioRep5","2",0.0449999999999999,0.969289816935065,FALSE,FALSE
"pRPS3-mCherry-tRPS3_modA","pRPS3-mCherry","pRPS3","mCherry","RPS3-ORF","tRPS3_modA","tRPS3","modA","BioRep6","2",0.0400000000000009,0.972654947412285,FALSE,FALSE
"pRPS3-mCherry-tRPS3_modA","pRPS3-mCherry","pRPS3","mCherry","URA3-ORF","tRPS3_modA","tRPS3","modA","BioRep1","1",0.745000000000001,0.596667871515861,FALSE,FALSE
"pRPS3-mCherry-tRPS3_modA","pRPS3-mCherry","pRPS3","mCherry","URA3-ORF","tRPS3_modA","tRPS3","modA","BioRep2","1",-0.210000000000001,1.15668818390529,FALSE,FALSE
"pRPS3-mCherry-tRPS3_modA","pRPS3-mCherry","pRPS3","mCherry","URA3-ORF","tRPS3_modA","tRPS3","modA","BioRep3","1",0.809999999999999,0.570381857934212,FALSE,FALSE
"pRPS3-mCherry-tRPS3_modA","pRPS3-mCherry","pRPS3","mCherry","URA3-ORF","tRPS3_modA","tRPS3","modA","BioRep4","2",0.320000000000002,0.801069877589621,FALSE,FALSE
"pRPS3-mCherry-tRPS3_modA","pRPS3-mCherry","pRPS3","mCherry","URA3-ORF","tRPS3_modA","tRPS3","modA","BioRep5","2",-0.0549999999999997,1.03885910329766,FALSE,FALSE
"pRPS3-mCherry-tRPS3_modA","pRPS3-mCherry","pRPS3","mCherry","URA3-ORF","tRPS3_modA","tRPS3","modA","BioRep6","2",0.359999999999999,0.7791645796605,FALSE,FALSE
"pRPS3-mCherry-tRPS3_modB","pRPS3-mCherry","pRPS3","mCherry","mCh-7","tRPS3_modB","tRPS3","modB","BioRep1","1",1.725,0.302498522304823,FALSE,FALSE
"pRPS3-mCherry-tRPS3_modB","pRPS3-mCherry","pRPS3","mCherry","mCh-7","tRPS3_modB","tRPS3","modB","BioRep2","1",1.695,0.308854659281732,FALSE,FALSE
"pRPS3-mCherry-tRPS3_modB","pRPS3-mCherry","pRPS3","mCherry","mCh-7","tRPS3_modB","tRPS3","modB","BioRep3","1",2.12,0.230046912656219,FALSE,FALSE
"pRPS3-mCherry-tRPS3_modB","pRPS3-mCherry","pRPS3","mCherry","mCh-7","tRPS3_modB","tRPS3","modB","BioRep4","2",0.565000000000001,0.675955416514062,FALSE,FALSE
"pRPS3-mCherry-tRPS3_modB","pRPS3-mCherry","pRPS3","mCherry","mCh-7","tRPS3_modB","tRPS3","modB","BioRep5","2",0.635,0.643940814754913,FALSE,FALSE
"pRPS3-mCherry-tRPS3_modB","pRPS3-mCherry","pRPS3","mCherry","mCh-7","tRPS3_modB","tRPS3","modB","BioRep6","2",0.715000000000002,0.609205131837595,FALSE,FALSE
"pRPS3-mCherry-tRPS3_modB","pRPS3-mCherry","pRPS3","mCherry","PGK1-ORF","tRPS3_modB","tRPS3","modB","BioRep1","1",-0.0449999999999999,1.03168317930136,FALSE,FALSE
