"strain","pro_mCh","promoter","mCherry","target_id","UTR3","terminator","construct","bio_rep","exp_rep","deltacq","rel_abund_deltacq","na.rm","remove"
"pPIR1-mCherry-tPIR1_modD","pPIR1-mCherry","pPIR1","mCherry","URA3-ORF","tPIR1_modD","tPIR1","modD","bio_rep5","2",0.416666666666666,0.749153538438341,FALSE,FALSE
"pPIR1-mCherry-tPIR1_modD","pPIR1-mCherry","pPIR1","mCherry","URA3-ORF","tPIR1_modD","tPIR1","modD","bio_rep6","2",0.59,0.664342907048256,FALSE,FALSE
"pPIR1-mCherry-tPIR1_modD","pPIR1-mCherry","pPIR1","mCherry","URA3-ORF","tPIR1_modD","tPIR1","modD","bio_rep1","1",0.618333333333332,0.651423046609929,FALSE,FALSE
"pPIR1-mCherry-tPIR1_modD","pPIR1-mCherry","pPIR1","mCherry","URA3-ORF","tPIR1_modD","tPIR1","modD","bio_rep2","1",0.620000000000001,0.650670927720966,FALSE,FALSE
"pPIR1-mCherry-tPIR1_modD","pPIR1-mCherry","pPIR1","mCherry","URA3-ORF","tPIR1_modD","tPIR1","modD","bio_rep3","1",0.656666666666666,0.634342246912466,FALSE,FALSE
"pPIR1-mCherry-tPIR1_modE","pPIR1-mCherry","pPIR1","mCherry","mCh-7","tPIR1_modE","tPIR1","modE","bio_rep4","2",3.205,0.108442335894008,FALSE,FALSE
"pPIR1-mCherry-tPIR1_modE","pPIR1-mCherry","pPIR1","mCherry","mCh-7","tPIR1_modE","tPIR1","modE","bio_rep5","2",3.30166666666667,0.101414323424521,FALSE,FALSE
"pPIR1-mCherry-tPIR1_modE","pPIR1-mCherry","pPIR1","mCherry","mCh-7","tPIR1_modE","tPIR1","modE","bio_rep6","2",2.74,0.149684838077366,FALSE,FALSE
"pPIR1-mCherry-tPIR1_modE","pPIR1-mCherry","pPIR1","mCherry","mCh-7","tPIR1_modE","tPIR1","modE","bio_rep1","1",3.30333333333333,0.101297232651243,FALSE,FALSE
"pPIR1-mCherry-tPIR1_modE","pPIR1-mCherry","pPIR1","mCherry","mCh-7","tPIR1_modE","tPIR1","modE","bio_rep2","1",2.89,0.134903529563054,FALSE,FALSE
"pPIR1-mCherry-tPIR1_modE","pPIR1-mCherry","pPIR1","mCherry","mCh-7","tPIR1_modE","tPIR1","modE","bio_rep3","1",3.18166666666667,0.11021048082492,FALSE,FALSE
"pPIR1-mCherry-tPIR1_modE","pPIR1-mCherry","pPIR1","mCherry","PGK1-ORF","tPIR1_modE","tPIR1","modE","bio_rep4","2",-0.725,1.65290063630842,FALSE,FALSE
"pPIR1-mCherry-tPIR1_modE","pPIR1-mCherry","pPIR1","mCherry","PGK1-ORF","tPIR1_modE","tPIR1","modE","bio_rep5","2",-0.628333333333334,1.54577820864186,FALSE,FALSE
"pPIR1-mCherry-tPIR1_modE","pPIR1-mCherry","pPIR1","mCherry","PGK1-ORF","tPIR1_modE","tPIR1","modE","bio_rep6","2",-0.370000000000001,1.29235283063749,FALSE,FALSE
"pPIR1-mCherry-tPIR1_modE","pPIR1-mCherry","pPIR1","mCherry","PGK1-ORF","tPIR1_modE","tPIR1","modE","bio_rep1","1",-0.596666666666666,1.51221856023982,FALSE,FALSE
"pPIR1-mCherry-tPIR1_modE","pPIR1-mCherry","pPIR1","mCherry","PGK1-ORF","tPIR1_modE","tPIR1","modE","bio_rep2","1",-0.690000000000001,1.61328351844425,FALSE,FALSE
"pPIR1-mCherry-tPIR1_modE","pPIR1-mCherry","pPIR1","mCherry","PGK1-ORF","tPIR1_modE","tPIR1","modE","bio_rep3","1",-0.558333333333334,1.47256705810053,FALSE,FALSE
"pPIR1-mCherry-tPIR1_modE","pPIR1-mCherry","pPIR1","mCherry","PIR1-ORF","tPIR1_modE","tPIR1","modE","bio_rep4","2",0.154999999999999,0.898132372883935,FALSE,FALSE
"pPIR1-mCherry-tPIR1_modE","pPIR1-mCherry","pPIR1","mCherry","PIR1-ORF","tPIR1_modE","tPIR1","modE","bio_rep5","2",0.211666666666666,0.863539055413934,FALSE,FALSE
"pPIR1-mCherry-tPIR1_modE","pPIR1-mCherry","pPIR1","mCherry","PIR1-ORF","tPIR1_modE","tPIR1","modE","bio_rep6","2",0.35,0.784584097896751,FALSE,FALSE
"pPIR1-mCherry-tPIR1_modE","pPIR1-mCherry","pPIR1","mCherry","PIR1-ORF","tPIR1_modE","tPIR1","modE","bio_rep1","1",0.423333333333334,0.745699700225188,FALSE,FALSE
"pPIR1-mCherry-tPIR1_modE","pPIR1-mCherry","pPIR1","mCherry","PIR1-ORF","tPIR1_modE","tPIR1","modE","bio_rep2","1",0.279999999999999,0.823591017267573,FALSE,FALSE
"pPIR1-mCherry-tPIR1_modE","pPIR1-mCherry","pPIR1","mCherry","PIR1-ORF","tPIR1_modE","tPIR1","modE","bio_rep3","1",0.421666666666667,0.746561664093771,FALSE,FALSE
"pPIR1-mCherry-tPIR1_modE","pPIR1-mCherry","pPIR1","mCherry","URA3-ORF","tPIR1_modE","tPIR1","modE","bio_rep4","2",0.725,0.604997044609646,FALSE,FALSE
"pPIR1-mCherry-tPIR1_modE","pPIR1-mCherry","pPIR1","mCherry","URA3-ORF","tPIR1_modE","tPIR1","modE","bio_rep5","2",0.541666666666666,0.686976823729045,FALSE,FALSE
"pPIR1-mCherry-tPIR1_modE","pPIR1-mCherry","pPIR1","mCherry","URA3-ORF","tPIR1_modE","tPIR1","modE","bio_rep6","2",0.41,0.752623373705534,FALSE,FALSE
"pPIR1-mCherry-tPIR1_modE","pPIR1-mCherry","pPIR1","mCherry","URA3-ORF","tPIR1_modE","tPIR1","modE","bio_rep1","1",0.663333333333334,0.63141772559582,FALSE,FALSE
"pPIR1-mCherry-tPIR1_modE","pPIR1-mCherry","pPIR1","mCherry","URA3-ORF","tPIR1_modE","tPIR1","modE","bio_rep2","1",0.58,0.668963777393056,FALSE,FALSE
"pPIR1-mCherry-tPIR1_modE","pPIR1-mCherry","pPIR1","mCherry","URA3-ORF","tPIR1_modE","tPIR1","modE","bio_rep3","1",0.681666666666667,0.623444626793049,FALSE,FALSE
"pPIR1-mCherry-tPIR1_modF","pPIR1-mCherry","pPIR1","mCherry","mCh-7","tPIR1_modF","tPIR1","modF","bio_rep4","2",2.32333333333333,0.199805287430656,FALSE,FALSE
"pPIR1-mCherry-tPIR1_modF","pPIR1-mCherry","pPIR1","mCherry","mCh-7","tPIR1_modF","tPIR1","modF","bio_rep5","2",2.26333333333333,0.208290170981478,FALSE,FALSE
"pPIR1-mCherry-tPIR1_modF","pPIR1-mCherry","pPIR1","mCherry","mCh-7","tPIR1_modF","tPIR1","modF","bio_rep6","2",2.21666666666667,0.215137859311083,FALSE,FALSE
"pPIR1-mCherry-tPIR1_modF","pPIR1-mCherry","pPIR1","mCherry","mCh-7","tPIR1_modF","tPIR1","modF","bio_rep1","1",2.35166666666667,0.195919558538158,FALSE,FALSE
"pPIR1-mCherry-tPIR1_modF","pPIR1-mCherry","pPIR1","mCherry","mCh-7","tPIR1_modF","tPIR1","modF","bio_rep2","1",2.25,0.210224103813429,FALSE,FALSE
"pPIR1-mCherry-tPIR1_modF","pPIR1-mCherry","pPIR1","mCherry","mCh-7","tPIR1_modF","tPIR1","modF","bio_rep3","1",2.335,0.198196034152571,FALSE,FALSE
"pPIR1-mCherry-tPIR1_modF","pPIR1-mCherry","pPIR1","mCherry","PGK1-ORF","tPIR1_modF","tPIR1","modF","bio_rep4","2",-0.126666666666667,1.09176826457064,FALSE,FALSE
"pPIR1-mCherry-tPIR1_modF","pPIR1-mCherry","pPIR1","mCherry","PGK1-ORF","tPIR1_modF","tPIR1","modF","bio_rep5","2",-0.0366666666666671,1.02574112143402,FALSE,FALSE
"pPIR1-mCherry-tPIR1_modF","pPIR1-mCherry","pPIR1","mCherry","PGK1-ORF","tPIR1_modF","tPIR1","modF","bio_rep6","2",-0.263333333333334,1.20024866666527,FALSE,FALSE
"pPIR1-mCherry-tPIR1_modF","pPIR1-mCherry","pPIR1","mCherry","PGK1-ORF","tPIR1_modF","tPIR1","modF","bio_rep1","1",-0.518333333333334,1.43229963445783,FALSE,FALSE
"pPIR1-mCherry-tPIR1_modF","pPIR1-mCherry","pPIR1","mCherry","PGK1-ORF","tPIR1_modF","tPIR1","modF","bio_rep2","1",-0.75,1.68179283050743,FALSE,FALSE
"pPIR1-mCherry-tPIR1_modF","pPIR1-mCherry","pPIR1","mCherry","PGK1-ORF","tPIR1_modF","tPIR1","modF","bio_rep3","1",-0.725,1.65290063630842,FALSE,FALSE
"pPIR1-mCherry-tPIR1_modF","pPIR1-mCherry","pPIR1","mCherry","PIR1-ORF","tPIR1_modF","tPIR1","modF","bio_rep4","2",0.303333333333333,0.810377861209943,FALSE,FALSE
"pPIR1-mCherry-tPIR1_modF","pPIR1-mCherry","pPIR1","mCherry","PIR1-ORF","tPIR1_modF","tPIR1","modF","bio_rep5","2",0.193333333333333,0.874582670055836,FALSE,FALSE
"pPIR1-mCherry-tPIR1_modF","pPIR1-mCherry","pPIR1","mCherry","PIR1-ORF","tPIR1_modF","tPIR1","modF","bio_rep6","2",0.206666666666665,0.866537045842465,FALSE,FALSE
"pPIR1-mCherry-tPIR1_modF","pPIR1-mCherry","pPIR1","mCherry","PIR1-ORF","tPIR1_modF","tPIR1","modF","bio_rep1","1",0.411666666666667,0.751754411118803,FALSE,FALSE
"pPIR1-mCherry-tPIR1_modF","pPIR1-mCherry","pPIR1","mCherry","PIR1-ORF","tPIR1_modF","tPIR1","modF","bio_rep2","1",0.17,0.88884268116657,FALSE,FALSE
"pPIR1-mCherry-tPIR1_modF","pPIR1-mCherry","pPIR1","mCherry","PIR1-ORF","tPIR1_modF","tPIR1","modF","bio_rep3","1",0.225,0.855595025682602,FALSE,FALSE
"pPIR1-mCherry-tPIR1_modF","pPIR1-mCherry","pPIR1","mCherry","URA3-ORF","tPIR1_modF","tPIR1","modF","bio_rep4","2",0.443333333333333,0.735433432092975,FALSE,FALSE
"pPIR1-mCherry-tPIR1_modF","pPIR1-mCherry","pPIR1","mCherry","URA3-ORF","tPIR1_modF","tPIR1","modF","bio_rep5","2",0.183333333333334,0.880665873596148,FALSE,FALSE
"pPIR1-mCherry-tPIR1_modF","pPIR1-mCherry","pPIR1","mCherry","URA3-ORF","tPIR1_modF","tPIR1","modF","bio_rep6","2",0.246666666666666,0.8428415447547,FALSE,FALSE
"pPIR1-mCherry-tPIR1_modF","pPIR1-mCherry","pPIR1","mCherry","URA3-ORF","tPIR1_modF","tPIR1","modF","bio_rep1","1",0.461666666666666,0.726146896129156,FALSE,FALSE
"pPIR1-mCherry-tPIR1_modF","pPIR1-mCherry","pPIR1","mCherry","URA3-ORF","tPIR1_modF","tPIR1","modF","bio_rep2","1",0.67,0.628506687260914,FALSE,FALSE
"pPIR1-mCherry-tPIR1_modF","pPIR1-mCherry","pPIR1","mCherry","URA3-ORF","tPIR1_modF","tPIR1","modF","bio_rep3","1",0.705,0.613442488626902,FALSE,FALSE
"pPIR1-mCherry-tPIR1_modG","pPIR1-mCherry","pPIR1","mCherry","mCh-7","tPIR1_modG","tPIR1","modG","bio_rep4","2",2.62666666666667,0.161917781486493,FALSE,FALSE
"pPIR1-mCherry-tPIR1_modG","pPIR1-mCherry","pPIR1","mCherry","mCh-7","tPIR1_modG","tPIR1","modG","bio_rep5","2",2.65833333333333,0.158402462285883,FALSE,FALSE
"pPIR1-mCherry-tPIR1_modG","pPIR1-mCherry","pPIR1","mCherry","mCh-7","tPIR1_modG","tPIR1","modG","bio_rep6","2",2.715,0.152301282959399,FALSE,FALSE
"pPIR1-mCherry-tPIR1_modG","pPIR1-mCherry","pPIR1","mCherry","mCh-7","tPIR1_modG","tPIR1","modG","bio_rep1","1",2.67833333333333,0.156221688778614,FALSE,FALSE
"pPIR1-mCherry-tPIR1_modG","pPIR1-mCherry","pPIR1","mCherry","mCh-7","tPIR1_modG","tPIR1","modG","bio_rep2","1",2.635,0.160985203688728,FALSE,FALSE
"pPIR1-mCherry-tPIR1_modG","pPIR1-mCherry","pPIR1","mCherry","mCh-7","tPIR1_modG","tPIR1","modG","bio_rep3","1",2.44166666666667,0.184070882262566,FALSE,FALSE
"pPIR1-mCherry-tPIR1_modG","pPIR1-mCherry","pPIR1","mCherry","PGK1-ORF","tPIR1_modG","tPIR1","modG","bio_rep4","2",-0.543333333333333,1.45733579106694,FALSE,FALSE
"pPIR1-mCherry-tPIR1_modG","pPIR1-mCherry","pPIR1","mCherry","PGK1-ORF","tPIR1_modG","tPIR1","modG","bio_rep5","2",-0.591666666666667,1.50698668147458,FALSE,FALSE
"pPIR1-mCherry-tPIR1_modG","pPIR1-mCherry","pPIR1","mCherry","PGK1-ORF","tPIR1_modG","tPIR1","modG","bio_rep6","2",-0.465,1.38031735339663,FALSE,FALSE
"pPIR1-mCherry-tPIR1_modG","pPIR1-mCherry","pPIR1","mCherry","PGK1-ORF","tPIR1_modG","tPIR1","modG","bio_rep1","1",-0.631666666666668,1.54935384381055,FALSE,FALSE
"pPIR1-mCherry-tPIR1_modG","pPIR1-mCherry","pPIR1","mCherry","PGK1-ORF","tPIR1_modG","tPIR1","modG","bio_rep2","1",-0.645,1.56373928625719,FALSE,FALSE
"pPIR1-mCherry-tPIR1_modG","pPIR1-mCherry","pPIR1","mCherry","PGK1-ORF","tPIR1_modG","tPIR1","modG","bio_rep3","1",-0.478333333333333,1.39313332563222,FALSE,FALSE
"pPIR1-mCherry-tPIR1_modG","pPIR1-mCherry","pPIR1","mCherry","PIR1-ORF","tPIR1_modG","tPIR1","modG","bio_rep4","2",0.316666666666668,0.802922881863376,FALSE,FALSE
"pPIR1-mCherry-tPIR1_modG","pPIR1-mCherry","pPIR1","mCherry","PIR1-ORF","tPIR1_modG","tPIR1","modG","bio_rep5","2",-0.141666666666666,1.10317882216375,FALSE,FALSE
"pPIR1-mCherry-tPIR1_modG","pPIR1-mCherry","pPIR1","mCherry","PIR1-ORF","tPIR1_modG","tPIR1","modG","bio_rep6","2",0.225,0.855595025682602,FALSE,FALSE
"pPIR1-mCherry-tPIR1_modG","pPIR1-mCherry","pPIR1","mCherry","PIR1-ORF","tPIR1_modG","tPIR1","modG","bio_rep1","1",0.478333333333333,0.717806387659408,FALSE,FALSE
"pPIR1-mCherry-tPIR1_modG","pPIR1-mCherry","pPIR1","mCherry","PIR1-ORF","tPIR1_modG","tPIR1","modG","bio_rep2","1",0.425000000000001,0.744838731561351,FALSE,FALSE
"pPIR1-mCherry-tPIR1_modG","pPIR1-mCherry","pPIR1","mCherry","PIR1-ORF","tPIR1_modG","tPIR1","modG","bio_rep3","1",0.341666666666667,0.789129147338641,FALSE,FALSE
"pPIR1-mCherry-tPIR1_modG","pPIR1-mCherry","pPIR1","mCherry","URA3-ORF","tPIR1_modG","tPIR1","modG","bio_rep4","2",0.466666666666667,0.723634618720189,FALSE,FALSE
"pPIR1-mCherry-tPIR1_modG","pPIR1-mCherry","pPIR1","mCherry","URA3-ORF","tPIR1_modG","tPIR1","modG","bio_rep5","2",0.538333333333334,0.688565912304151,FALSE,FALSE
"pPIR1-mCherry-tPIR1_modG","pPIR1-mCherry","pPIR1","mCherry","URA3-ORF","tPIR1_modG","tPIR1","modG","bio_rep6","2",0.605,0.657471380102535,FALSE,FALSE
"pPIR1-mCherry-tPIR1_modG","pPIR1-mCherry","pPIR1","mCherry","URA3-ORF","tPIR1_modG","tPIR1","modG","bio_rep1","1",0.598333333333333,0.66051657346384,FALSE,FALSE
"pPIR1-mCherry-tPIR1_modG","pPIR1-mCherry","pPIR1","mCherry","URA3-ORF","tPIR1_modG","tPIR1","modG","bio_rep2","1",0.654999999999999,0.635075491269395,FALSE,FALSE
"pPIR1-mCherry-tPIR1_modG","pPIR1-mCherry","pPIR1","mCherry","URA3-ORF","tPIR1_modG","tPIR1","modG","bio_rep3","1",0.561666666666666,0.677519010790554,FALSE,FALSE
"pPGK1-mCherry-tPIR1_WT","pPGK1-mCherry","pPGK1","mCherry","mCh-7","tPIR1_WT","tPIR1","WT","bio_rep4","2",0.756666666666666,0.591862244294918,FALSE,FALSE
"pPGK1-mCherry-tPIR1_WT","pPGK1-mCherry","pPGK1","mCherry","mCh-7","tPIR1_WT","tPIR1","WT","bio_rep5","2",1.01,0.496546247718518,FALSE,FALSE
"pPGK1-mCherry-tPIR1_WT","pPGK1-mCherry","pPGK1","mCherry","mCh-7","tPIR1_WT","tPIR1","WT","bio_rep6","2",0.815,0.568408486618007,FALSE,FALSE
"pPGK1-mCherry-tPIR1_WT","pPGK1-mCherry","pPGK1","mCherry","mCh-7","tPIR1_WT","tPIR1","WT","bio_rep1","1",0.52,0.697371833175203,FALSE,FALSE
"pPGK1-mCherry-tPIR1_WT","pPGK1-mCherry","pPGK1","mCherry","mCh-7","tPIR1_WT","tPIR1","WT","bio_rep2","1",0.471666666666668,0.721131033130761,FALSE,FALSE
"pPGK1-mCherry-tPIR1_WT","pPGK1-mCherry","pPGK1","mCherry","mCh-7","tPIR1_WT","tPIR1","WT","bio_rep3","1",0.691666666666666,0.61913818018872,FALSE,FALSE
"pPGK1-mCherry-tPIR1_WT","pPGK1-mCherry","pPGK1","mCherry","PGK1-ORF","tPIR1_WT","tPIR1","WT","bio_rep4","2",-0.483333333333334,1.39796993417902,FALSE,FALSE
"pPGK1-mCherry-tPIR1_WT","pPGK1-mCherry","pPGK1","mCherry","PGK1-ORF","tPIR1_WT","tPIR1","WT","bio_rep5","2",-0.49,1.404444875738,FALSE,FALSE
"pPGK1-mCherry-tPIR1_WT","pPGK1-mCherry","pPGK1","mCherry","PGK1-ORF","tPIR1_WT","tPIR1","WT","bio_rep6","2",-0.495000000000001,1.40932075514202,FALSE,FALSE
"pPGK1-mCherry-tPIR1_WT","pPGK1-mCherry","pPGK1","mCherry","PGK1-ORF","tPIR1_WT","tPIR1","WT","bio_rep1","1",-0.380000000000001,1.30134185544193,FALSE,FALSE
"pPGK1-mCherry-tPIR1_WT","pPGK1-mCherry","pPGK1","mCherry","PGK1-ORF","tPIR1_WT","tPIR1","WT","bio_rep2","1",-0.358333333333333,1.28194408192073,FALSE,FALSE
"pPGK1-mCherry-tPIR1_WT","pPGK1-mCherry","pPGK1","mCherry","PGK1-ORF","tPIR1_WT","tPIR1","WT","bio_rep3","1",-0.458333333333334,1.37395364745809,FALSE,FALSE
"pPGK1-mCherry-tPIR1_WT","pPGK1-mCherry","pPGK1","mCherry","PIR1-ORF","tPIR1_WT","tPIR1","WT","bio_rep4","2",0.366666666666665,0.775572380916868,FALSE,FALSE
"pPGK1-mCherry-tPIR1_WT","pPGK1-mCherry","pPGK1","mCherry","PIR1-ORF","tPIR1_WT","tPIR1","WT","bio_rep5","2",0.48,0.716977624007913,FALSE,FALSE
"pPGK1-mCherry-tPIR1_WT","pPGK1-mCherry","pPGK1","mCherry","PIR1-ORF","tPIR1_WT","tPIR1","WT","bio_rep6","2",0.514999999999999,0.699792932797599,FALSE,FALSE
"pPGK1-mCherry-tPIR1_WT","pPGK1-mCherry","pPGK1","mCherry","PIR1-ORF","tPIR1_WT","tPIR1","WT","bio_rep1","1",0.369999999999999,0.773782496771195,FALSE,FALSE
"pPGK1-mCherry-tPIR1_WT","pPGK1-mCherry","pPGK1","mCherry","PIR1-ORF","tPIR1_WT","tPIR1","WT","bio_rep2","1",0.391666666666667,0.762248511627881,FALSE,FALSE
"pPGK1-mCherry-tPIR1_WT","pPGK1-mCherry","pPGK1","mCherry","PIR1-ORF","tPIR1_WT","tPIR1","WT","bio_rep3","1",0.321666666666667,0.800144979722638,FALSE,FALSE
"pPGK1-mCherry-tPIR1_WT","pPGK1-mCherry","pPGK1","mCherry","URA3-ORF","tPIR1_WT","tPIR1","WT","bio_rep4","2",0.456666666666665,0.728667895533473,FALSE,FALSE
"pPGK1-mCherry-tPIR1_WT","pPGK1-mCherry","pPGK1","mCherry","URA3-ORF","tPIR1_WT","tPIR1","WT","bio_rep5","2",0.5,0.707106781186548,FALSE,FALSE
"pPGK1-mCherry-tPIR1_WT","pPGK1-mCherry","pPGK1","mCherry","URA3-ORF","tPIR1_WT","tPIR1","WT","bio_rep6","2",0.445,0.734584316639154,FALSE,FALSE
"pPGK1-mCherry-tPIR1_WT","pPGK1-mCherry","pPGK1","mCherry","URA3-ORF","tPIR1_WT","tPIR1","WT","bio_rep1","1",0.42,0.747424624317469,FALSE,FALSE
"pPGK1-mCherry-tPIR1_WT","pPGK1-mCherry","pPGK1","mCherry","URA3-ORF","tPIR1_WT","tPIR1","WT","bio_rep2","1",0.411666666666667,0.751754411118803,FALSE,FALSE
"pPGK1-mCherry-tPIR1_WT","pPGK1-mCherry","pPGK1","mCherry","URA3-ORF","tPIR1_WT","tPIR1","WT","bio_rep3","1",0.421666666666667,0.746561664093771,FALSE,FALSE
"pPGK1-mCherry-tPIR1_modA","pPGK1-mCherry","pPGK1","mCherry","mCh-7","tPIR1_modA","tPIR1","modA","bio_rep4","2",1.01666666666667,0.494257010176448,FALSE,FALSE
"pPGK1-mCherry-tPIR1_modA","pPGK1-mCherry","pPGK1","mCherry","mCh-7","tPIR1_modA","tPIR1","modA","bio_rep5","2",0.354999999999999,0.781869643128594,FALSE,FALSE
"pPGK1-mCherry-tPIR1_modA","pPGK1-mCherry","pPGK1","mCherry","mCh-7","tPIR1_modA","tPIR1","modA","bio_rep6","2",0.154999999999999,0.898132372883935,FALSE,FALSE
"pPGK1-mCherry-tPIR1_modA","pPGK1-mCherry","pPGK1","mCherry","mCh-7","tPIR1_modA","tPIR1","modA","bio_rep1","1",-0.126666666666667,1.09176826457064,FALSE,FALSE
"pPGK1-mCherry-tPIR1_modA","pPGK1-mCherry","pPGK1","mCherry","mCh-7","tPIR1_modA","tPIR1","modA","bio_rep2","1",0.0250000000000004,0.982820598545251,FALSE,FALSE
"pPGK1-mCherry-tPIR1_modA","pPGK1-mCherry","pPGK1","mCherry","mCh-7","tPIR1_modA","tPIR1","modA","bio_rep3","1",0.0533333333333328,0.963707118391552,FALSE,FALSE
"pPGK1-mCherry-tPIR1_modA","pPGK1-mCherry","pPGK1","mCherry","PGK1-ORF","tPIR1_modA","tPIR1","modA","bio_rep4","2",-0.373333333333333,1.29534225189195,FALSE,FALSE
"pPGK1-mCherry-tPIR1_modA","pPGK1-mCherry","pPGK1","mCherry","PGK1-ORF","tPIR1_modA","tPIR1","modA","bio_rep5","2",-0.535,1.44894215455488,FALSE,FALSE
"pPGK1-mCherry-tPIR1_modA","pPGK1-mCherry","pPGK1","mCherry","PGK1-ORF","tPIR1_modA","tPIR1","modA","bio_rep6","2",-0.525,1.43893358001082,FALSE,FALSE
"pPGK1-mCherry-tPIR1_modA","pPGK1-mCherry","pPGK1","mCherry","PGK1-ORF","tPIR1_modA","tPIR1","modA","bio_rep1","1",-0.286666666666667,1.2198186397602,FALSE,FALSE
"pPGK1-mCherry-tPIR1_modA","pPGK1-mCherry","pPGK1","mCherry","PGK1-ORF","tPIR1_modA","tPIR1","modA","bio_rep2","1",-0.365,1.28788162950983,FALSE,FALSE
"pPGK1-mCherry-tPIR1_modA","pPGK1-mCherry","pPGK1","mCherry","PGK1-ORF","tPIR1_modA","tPIR1","modA","bio_rep3","1",-0.156666666666666,1.11470863658892,FALSE,FALSE
"pPGK1-mCherry-tPIR1_modA","pPGK1-mCherry","pPGK1","mCherry","PIR1-ORF","tPIR1_modA","tPIR1","modA","bio_rep4","2",0.536666666666667,0.689361834492889,FALSE,FALSE
"pPGK1-mCherry-tPIR1_modA","pPGK1-mCherry","pPGK1","mCherry","PIR1-ORF","tPIR1_modA","tPIR1","modA","bio_rep5","2",0.444999999999999,0.734584316639155,FALSE,FALSE
"pPGK1-mCherry-tPIR1_modA","pPGK1-mCherry","pPGK1","mCherry","PIR1-ORF","tPIR1_modA","tPIR1","modA","bio_rep6","2",0.744999999999999,0.596667871515861,FALSE,FALSE
